,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Agriculture and Livestock,,,,,,,,,,,,,Cement,,,,,,,,,,,,,Chemical,,,,,,,,,,,,,Electronics,,,,,,,,,,,,,Glass,,,,,,,,,,,,,Carbonite,,,,,,,,,,,,,Metal,,,,,,,,,,,,,Mining,,,,,,,,,,,,,,Other Product,,,,,,,,,,,,,Paper,,,,,,,,,,,,,Plastic,,,,,,,,,,,,,Recycled  Glass,,,,,,,,,,,,,Recycled Metal,,,,,,,,,,,,,Recycled Paper,,,,,,,,,,,,,Recycled Plastic,,,,,,,,,,,,,Recycled Rubber & Leather,,,,,,,,,,,,,Recycled Textiles,,,,,,,,,,,,,Recycled Wood,,,,,,,,,,,,,Rubber & Leather,,,,,,,,,,,,,Textile,,,,,,,,,,,,,Wood,,,,,,,,,,,,,,,,,,,,Commercial Municiple,,,,,,,,,Other Sectors,,,,,,,,,Residential,,,,,,,,,Aveation,,,Bike,,Public,,,,,,,Rail Fraight,,,,Rail Passenger,,,,Road Heavy Fraight,,,,,,,Road Heavy Regional,,,,,,,Road Light,,,,,,Water Borne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
